urn,SchoolName,school_name_gias,LAName,la_name_gias,SchoolType,TotalPupils,TotalExpenditure,TeachingStaffCosts,SupplyTeachingStaffCosts,EducationSupportStaffCosts,AgencySupplyTeachingStaffCosts,EducationalConsultancyCosts,status,URN,PeriodCoveredByReturn,TotalTeachingSupportStaffCosts,TotalNonEducationalSupportStaffCosts,AdministrativeClericalStaffCosts,AuditorsCosts,OtherStaffCosts,ProfessionalServicesNonCurriculumCosts,TotalEducationalSuppliesCosts,ExaminationFeesCosts,LearningResourcesNonIctCosts,LearningResourcesIctCosts,TotalPremisesStaffServiceCosts,CleaningCaretakingCosts,MaintenancePremisesCosts,OtherOccupationCosts,PremisesStaffCosts,TotalUtilitiesCosts,EnergyCosts,WaterSewerageCosts,AdministrativeSuppliesNonEducationalCosts,TotalGrossCateringCosts,TotalNetCateringCosts,CateringStaffCosts,CateringSuppliesCosts,TotalOtherCosts,GroundsMaintenanceCosts,IndirectEmployeeExpenses,InterestChargesLoanBank,OtherInsurancePremiumsCosts,PrivateFinanceInitiativeCharges,RentRatesCosts,SpecialFacilitiesCosts,StaffDevelopmentTrainingCosts,StaffRelatedInsuranceCosts,SupplyTeacherInsurableCosts,CommunityFocusedSchoolStaff,CommunityFocusedSchoolCosts
102470,Belmont Primary School,Belmont Primary School,Hounslow,Hounslow,Community school,451.0,3524078.0,1402542.0,0.0,580045.0,20687.0,156036.0,success,102470.0,12.0,2159310.0,435871.0,205474.0,,173023.0,57374.0,351065.0,0.0,351065.0,52833.0,137128.0,66806.0,16322.0,2565.0,51435.0,43570.0,38142.0,5428.0,53442.0,187081.0,152995.0,0.0,187081.0,103777.0,1420.0,12567.0,0.0,11091.0,0.0,34560.0,30195.0,12255.0,0.0,1689.0,0.0,0.0
102471,Cardinal Road Infant and Nursery School,Cardinal Primary School,Hounslow,Hounslow,Community school,280.5,2413236.0,1023100.0,0.0,600782.0,32960.0,64442.0,success,102471.0,12.0,1721284.0,273243.0,113735.0,,67238.0,92270.0,36044.0,0.0,36044.0,26013.0,113905.0,3883.0,28969.0,11683.0,69370.0,53445.0,48706.0,4739.0,19168.0,90889.0,90662.0,0.0,90889.0,79245.0,5730.0,10619.0,0.0,7763.0,0.0,41728.0,2229.0,10058.0,0.0,1118.0,0.0,0.0
102472,Cavendish Primary School,Cavendish Primary School,Hounslow,Hounslow,Community school,178.0,1855318.0,700422.0,0.0,359868.0,39155.0,98193.0,success,102472.0,12.0,1197638.0,310167.0,105873.0,,93345.0,110949.0,25781.0,0.0,25781.0,13298.0,103283.0,32542.0,14743.0,12919.0,43079.0,27898.0,25316.0,2582.0,10787.0,63001.0,61874.0,0.0,63001.0,103466.0,11882.0,20387.0,0.0,4950.0,0.0,23040.0,32307.0,9953.0,0.0,753.0,0.0,194.0
102484,Feltham Hill Infant and Nursery School,Feltham Hill Infant and Nursery School,Hounslow,Hounslow,Community school,428.0,2927493.0,1257693.0,351.0,762756.0,17266.0,22687.0,success,102484.0,12.0,2060753.0,355078.0,153573.0,,104812.0,96693.0,30831.0,0.0,30831.0,12644.0,127362.0,6329.0,20946.0,2640.0,97447.0,64732.0,61040.0,3692.0,28127.0,142597.0,141571.0,104606.0,37991.0,105368.0,1375.0,10979.0,0.0,13724.0,0.0,64000.0,5159.0,8616.0,0.0,1515.0,0.0,0.0
102485,Grove Park Primary School,Grove Park Primary School,Hounslow,Hounslow,Community school,420.0,2921855.0,1282639.0,0.0,480763.0,130530.0,77999.0,success,102485.0,12.0,1971931.0,344882.0,229110.0,,55090.0,60682.0,77119.0,0.0,77119.0,15583.0,128697.0,4057.0,23497.0,5543.0,95600.0,76020.0,78068.0,-2048.0,24699.0,185384.0,185308.0,0.0,185384.0,97540.0,6063.0,10467.0,0.0,9393.0,0.0,60416.0,5896.0,3632.0,0.0,1673.0,0.0,0.0
102491,Hounslow Town Primary School,Hounslow Town Primary School,Hounslow,Hounslow,Community school,1058.0,7915098.0,3383535.0,6499.0,2241105.0,1324.0,192373.0,success,102491.0,12.0,5824836.0,577666.0,303039.0,,147455.0,127172.0,155145.0,0.0,155145.0,63141.0,258559.0,89961.0,74356.0,17886.0,76356.0,175107.0,139366.0,35741.0,76790.0,486229.0,388442.0,0.0,486229.0,297628.0,22467.0,28732.0,1484.0,26788.0,0.0,192000.0,10329.0,11564.0,0.0,4264.0,0.0,0.0
102492,Isleworth Town Primary School,Isleworth Town Primary School,Hounslow,Hounslow,Community school,757.5,5708368.0,2487854.0,2937.0,1064153.0,17694.0,227760.0,success,102492.0,12.0,3800398.0,733993.0,300545.0,,329346.0,104102.0,190155.0,0.0,190155.0,53570.0,324186.0,162449.0,43988.0,17156.0,100593.0,99796.0,90423.0,9373.0,20572.0,281967.0,276619.0,0.0,281967.0,203730.0,14899.0,19006.0,0.0,19700.0,0.0,119296.0,20301.0,7456.0,0.0,3072.0,0.0,0.0
102493,Lionel Primary School,Lionel Primary School,Hounslow,Hounslow,Community school,588.0,4960522.0,2131713.0,0.0,1024864.0,324708.0,218291.0,success,102493.0,12.0,3699576.0,408706.0,188509.0,,113756.0,106441.0,73049.0,0.0,73049.0,30935.0,219710.0,85275.0,31740.0,19398.0,83297.0,101668.0,84103.0,17565.0,37776.0,235349.0,230639.0,0.0,235349.0,153753.0,1156.0,43040.0,0.0,16400.0,0.0,61952.0,7724.0,20956.0,0.0,2525.0,0.0,0.0
102494,Marlborough Primary School,Marlborough Primary School,Hounslow,Hounslow,Community school,553.0,4481235.0,2029936.0,0.0,851862.0,48371.0,156385.0,success,102494.0,12.0,3086554.0,559350.0,218574.0,,224566.0,116210.0,88167.0,0.0,88167.0,14289.0,210095.0,100100.0,36189.0,15737.0,58069.0,64431.0,55076.0,9355.0,50068.0,230590.0,230580.0,0.0,230590.0,177689.0,14103.0,15265.0,0.0,15095.0,0.0,103303.0,20295.0,7351.0,0.0,2277.0,0.0,0.0
102496,Norwood Green Infant and Nursery School,Norwood Green Infant and Nursery School,Hounslow,Hounslow,Community school,256.5,2325230.0,1145006.0,0.0,462300.0,21565.0,37458.0,success,102496.0,12.0,1666329.0,218728.0,72933.0,,71757.0,74038.0,77968.0,0.0,77968.0,3788.0,161632.0,5989.0,33871.0,4797.0,116975.0,49569.0,42209.0,7360.0,20976.0,87797.0,87368.0,0.0,87797.0,38444.0,7086.0,9918.0,0.0,7450.0,0.0,8755.0,259.0,3962.0,0.0,1014.0,0.0,0.0
102500,Spring Grove Primary School,Spring Grove Primary School,Hounslow,Hounslow,Community school,245.0,1871826.0,793098.0,35053.0,432190.0,8148.0,4393.0,success,102500.0,12.0,1272882.0,176724.0,57661.0,,40019.0,79044.0,66162.0,0.0,66162.0,6128.0,113096.0,45535.0,28084.0,207.0,39270.0,33214.0,30071.0,3143.0,25295.0,86551.0,84000.0,0.0,86551.0,91774.0,3804.0,5661.0,0.0,10522.0,0.0,24192.0,41863.0,4867.0,0.0,865.0,0.0,0.0
102503,Strand-on-the-Green Junior School,Strand-on-the-Green Junior School,Hounslow,Hounslow,Community school,346.0,3262990.0,1567869.0,0.0,853006.0,0.0,122774.0,success,102503.0,12.0,2543649.0,281867.0,159531.0,,58105.0,64231.0,18495.0,0.0,18495.0,32599.0,144358.0,66406.0,11175.0,2077.0,64700.0,53335.0,47268.0,6067.0,19528.0,120671.0,120164.0,0.0,120671.0,48489.0,971.0,11848.0,0.0,8225.0,0.0,19840.0,0.0,6243.0,0.0,1362.0,0.0,0.0
102504,Strand-on-the-Green Infant and Nursery School,Strand-on-the-Green Infant and Nursery School,Hounslow,Hounslow,Community school,314.5,2471483.0,1057618.0,0.0,607016.0,5084.0,95055.0,success,102504.0,12.0,1764773.0,294245.0,149530.0,,72128.0,72587.0,25330.0,0.0,25330.0,1347.0,169006.0,19150.0,31581.0,32513.0,85762.0,40194.0,29911.0,10283.0,13738.0,115175.0,102073.0,0.0,115175.0,47676.0,9609.0,7871.0,0.0,1656.0,0.0,19840.0,3387.0,4208.0,0.0,1105.0,0.0,0.0
102505,Wellington Primary School,Wellington Primary School,Hounslow,Hounslow,Community school,748.5,5481875.0,2272858.0,0.0,1042962.0,58302.0,361379.0,success,102505.0,12.0,3735501.0,526464.0,189881.0,,209428.0,127155.0,136243.0,0.0,136243.0,88641.0,279389.0,23090.0,53772.0,19235.0,183292.0,140264.0,123169.0,17095.0,52293.0,324649.0,324649.0,0.0,324649.0,198429.0,547.0,17148.0,0.0,21761.0,0.0,104448.0,33407.0,17926.0,0.0,3192.0,0.0,0.0
102506,Worple Primary School,Worple Primary School,Hounslow,Hounslow,Community school,196.0,1668111.0,608729.0,7183.0,364807.0,76882.0,51906.0,success,102506.0,12.0,1109507.0,176645.0,82480.0,,31241.0,62924.0,77221.0,0.0,77221.0,5543.0,108423.0,27027.0,20150.0,1716.0,59530.0,24576.0,22468.0,2108.0,15437.0,73305.0,71843.0,13594.0,59711.0,77452.0,5330.0,21357.0,0.0,5075.0,0.0,39680.0,352.0,4838.0,0.0,820.0,0.0,0.0
102512,Ivybridge Primary School,Ivybridge Primary School,Hounslow,Hounslow,Community school,150.5,1699859.0,728891.0,6639.0,273528.0,14750.0,39181.0,success,102512.0,12.0,1062989.0,200200.0,83993.0,,49741.0,66466.0,26574.0,0.0,26574.0,4995.0,132634.0,3875.0,17016.0,5825.0,105918.0,45419.0,36508.0,8911.0,17676.0,142590.0,141865.0,94592.0,47998.0,66785.0,4925.0,8624.0,0.0,6061.0,0.0,30720.0,5844.0,9669.0,0.0,942.0,0.0,0.0
102514,Edward Pauling Primary School,Edward Pauling Primary School,Hounslow,Hounslow,Community school,406.0,2972489.0,1293818.0,8300.0,585368.0,4511.0,68383.0,success,102514.0,12.0,1960380.0,374401.0,140289.0,,77383.0,156729.0,50441.0,0.0,50441.0,34194.0,137948.0,9572.0,32068.0,1716.0,94592.0,47131.0,39295.0,7836.0,81955.0,133516.0,133516.0,0.0,133516.0,152522.0,6955.0,29275.0,0.0,12509.0,0.0,69632.0,26161.0,6305.0,0.0,1685.0,0.0,0.0
102515,The Smallberry Green Primary School,The Smallberry Green Primary School,Hounslow,Hounslow,Community school,426.0,3433029.0,1540792.0,0.0,590823.0,75828.0,216920.0,success,102515.0,12.0,2424363.0,331332.0,143406.0,,87515.0,100411.0,99204.0,0.0,99204.0,25438.0,168118.0,55580.0,53911.0,3768.0,54859.0,44811.0,35967.0,8844.0,34547.0,170055.0,168078.0,100640.0,69415.0,135162.0,8547.0,16174.0,0.0,10469.0,0.0,64000.0,24831.0,9560.0,0.0,1581.0,0.0,0.0
102519,Grove Road Primary School,Grove Road Primary School,Hounslow,Hounslow,Community school,221.0,1922285.0,768118.0,0.0,411997.0,43142.0,171393.0,success,102519.0,12.0,1394650.0,146071.0,77873.0,,12025.0,56173.0,67203.0,0.0,67203.0,8310.0,89667.0,4435.0,15370.0,4386.0,65476.0,37130.0,35920.0,1210.0,22585.0,74444.0,74291.0,45254.0,29190.0,82225.0,4241.0,19283.0,0.0,5700.0,0.0,34304.0,6003.0,11804.0,0.0,890.0,0.0,0.0
102520,Beavers Community Primary School,Beavers Community Primary School,Hounslow,Hounslow,Community school,627.5,4891622.0,2162909.0,0.0,897929.0,296290.0,91855.0,success,102520.0,12.0,3448983.0,446144.0,268841.0,,99366.0,77937.0,90969.0,0.0,90969.0,15361.0,290049.0,0.0,45078.0,5720.0,239251.0,138663.0,127945.0,10718.0,70356.0,227481.0,227481.0,0.0,227481.0,163615.0,10684.0,14001.0,0.0,15950.0,0.0,96256.0,0.0,24186.0,0.0,2538.0,0.0,0.0
102523,The Blue School CofE Primary,The Blue School CofE Primary,Hounslow,Hounslow,Voluntary aided school,448.5,2949889.0,1358780.0,43766.0,450505.0,0.0,91655.0,success,102523.0,12.0,1944706.0,292684.0,164693.0,,72494.0,55497.0,126712.0,0.0,126712.0,27408.0,185549.0,45406.0,43828.0,28738.0,67577.0,68135.0,56576.0,11559.0,29424.0,206856.0,204251.0,0.0,206856.0,68415.0,25189.0,6538.0,0.0,11834.0,0.0,0.0,14574.0,10280.0,0.0,0.0,0.0,0.0
102524,St Paul's CofE Primary School,St Paul's CofE Primary School,Hounslow,Hounslow,Voluntary aided school,238.0,2316030.0,1083143.0,16846.0,374584.0,3250.0,79517.0,success,102524.0,12.0,1557340.0,272253.0,142231.0,,62440.0,67582.0,69841.0,0.0,69841.0,17832.0,161017.0,6310.0,29945.0,16991.0,107771.0,65771.0,61053.0,4718.0,30271.0,124975.0,125809.0,0.0,124975.0,16731.0,1239.0,1567.0,0.0,7313.0,0.0,0.0,0.0,5560.0,0.0,1052.0,0.0,0.0
102526,Our Lady and St John's Catholic Primary School,Our Lady and St John's Catholic Primary School,Hounslow,Hounslow,Voluntary aided school,217.0,1645786.0,768995.0,0.0,329588.0,41968.0,2581.0,success,102526.0,12.0,1143132.0,160066.0,66691.0,,0.0,93375.0,84598.0,0.0,84598.0,0.0,64369.0,4536.0,18171.0,7392.0,34270.0,20677.0,13161.0,7516.0,39708.0,101916.0,99878.0,0.0,101916.0,31320.0,8732.0,51.0,3032.0,5525.0,0.0,0.0,11436.0,1712.0,0.0,832.0,0.0,0.0
102527,St Lawrence Catholic Primary School,St Lawrence Catholic Primary School,Hounslow,Hounslow,Voluntary aided school,458.5,3091727.0,1450991.0,0.0,611194.0,78840.0,108730.0,success,102527.0,12.0,2249755.0,293015.0,114293.0,,94581.0,84141.0,66693.0,0.0,66693.0,30127.0,150783.0,43554.0,54111.0,3766.0,49352.0,50462.0,42816.0,7646.0,40236.0,166277.0,166145.0,0.0,166277.0,44379.0,16078.0,3576.0,0.0,11575.0,0.0,0.0,2035.0,5342.0,4022.0,1751.0,0.0,0.0
102528,"St Mary's Catholic Primary School, Isleworth","St Mary's Catholic Primary School, Isleworth",Hounslow,Hounslow,Voluntary aided school,385.0,2691724.0,1284486.0,0.0,336768.0,43901.0,166443.0,success,102528.0,12.0,1831598.0,187276.0,107587.0,,0.0,79689.0,115496.0,0.0,115496.0,34078.0,201374.0,40374.0,102394.0,10505.0,48101.0,61563.0,54931.0,6632.0,22430.0,146707.0,143109.0,0.0,146707.0,91200.0,50155.0,7766.0,0.0,10300.0,0.0,0.0,9814.0,11526.0,0.0,1639.0,0.0,0.0
102529,"St Mary's Catholic Primary School ,Chiswick","St Mary's Catholic Primary School ,Chiswick",Hounslow,Hounslow,Voluntary aided school,189.5,1344922.0,536050.0,0.0,146464.0,106645.0,118390.0,success,102529.0,12.0,907549.0,183500.0,92295.0,,25035.0,66170.0,39733.0,0.0,39733.0,9065.0,73206.0,30603.0,17945.0,3649.0,21009.0,27876.0,24857.0,3019.0,7313.0,77564.0,77272.0,0.0,77564.0,19120.0,200.0,309.0,0.0,6405.0,0.0,5752.0,2076.0,3637.0,0.0,741.0,0.0,0.0
102531,St Michael and St Martin Catholic Primary School,St Michael and St Martin Catholic Primary School,Hounslow,Hounslow,Voluntary aided school,453.0,2763143.0,1329577.0,7056.0,448208.0,56467.0,52238.0,success,102531.0,12.0,1893546.0,245862.0,131893.0,,32040.0,81929.0,134048.0,0.0,134048.0,11637.0,173082.0,26828.0,53259.0,5395.0,87600.0,46131.0,39788.0,6343.0,33498.0,185663.0,183156.0,0.0,185663.0,39676.0,4208.0,204.0,0.0,12107.0,0.0,0.0,11050.0,10364.0,0.0,1743.0,0.0,0.0
102539,The Heathland School,The Heathland School,Hounslow,Hounslow,Community school,1830.0,15050952.0,8769747.0,4306.0,738028.0,703036.0,50815.0,success,102539.0,12.0,10265932.0,1340596.0,970043.0,,3133.0,367420.0,826327.0,253953.0,572374.0,368869.0,781854.0,236839.0,238112.0,78554.0,228349.0,627481.0,554719.0,72762.0,80230.0,291274.0,291274.0,0.0,291274.0,468391.0,23844.0,123343.0,0.0,68001.0,0.0,175360.0,54810.0,19108.0,0.0,3925.0,0.0,0.0
102545,Gunnersbury Catholic School,Gunnersbury Catholic School,Hounslow,Hounslow,Voluntary aided school,1240.0,9364696.0,5731206.0,310297.0,658589.0,117391.0,194209.0,success,102545.0,12.0,7011692.0,667379.0,381662.0,,97265.0,188452.0,440107.0,161860.0,278247.0,98958.0,547420.0,188048.0,141551.0,96891.0,120930.0,166795.0,143182.0,23613.0,176702.0,76421.0,55775.0,0.0,76421.0,179223.0,17228.0,94809.0,0.0,29840.0,0.0,0.0,28010.0,9336.0,0.0,0.0,0.0,0.0
102554,Marjory Kinnon School,Marjory Kinnon School,Hounslow,Hounslow,Community special school,308.0,10543044.0,4081930.0,0.0,2998665.0,165689.0,719007.0,success,102554.0,12.0,7965291.0,846037.0,699603.0,,90138.0,56296.0,300201.0,8638.0,291563.0,100632.0,646050.0,168618.0,296045.0,30413.0,150974.0,208723.0,195809.0,12914.0,62409.0,206213.0,187399.0,0.0,206213.0,207488.0,13730.0,76943.0,0.0,44647.0,0.0,0.0,5044.0,67124.0,0.0,0.0,0.0,0.0
102555,Oaklands School,Oaklands School,Hounslow,Hounslow,Community special school,267.0,10615035.0,3120342.0,17858.0,3799144.0,686042.0,16589.0,success,102555.0,12.0,7639975.0,971651.0,464815.0,,269957.0,236879.0,113081.0,0.0,113081.0,45467.0,840356.0,34777.0,265253.0,4558.0,535768.0,476561.0,444960.0,31601.0,93534.0,203789.0,165597.0,127025.0,76764.0,230622.0,264.0,103057.0,0.0,58927.0,0.0,0.0,19441.0,48933.0,0.0,0.0,0.0,0.0
102556,Lindon Bennett School,Lindon Bennett School,Hounslow,Hounslow,Community special school,179.0,6626147.0,2147526.0,0.0,1971546.0,50305.0,1279352.0,success,102556.0,12.0,5448729.0,294479.0,136533.0,,34501.0,123445.0,54021.0,0.0,54021.0,7885.0,382140.0,35417.0,83247.0,18552.0,244924.0,136631.0,130771.0,5860.0,124260.0,84534.0,83585.0,0.0,84534.0,93468.0,0.0,33560.0,0.0,22936.0,0.0,0.0,11351.0,25621.0,0.0,0.0,0.0,0.0
102558,The Cedars Primary School,The Cedars Primary School,Hounslow,Hounslow,Community special school,66.0,2764460.0,1232542.0,0.0,638542.0,141813.0,0.0,success,102558.0,12.0,2012897.0,202238.0,130657.0,,24345.0,47236.0,32029.0,0.0,32029.0,7037.0,181290.0,85886.0,54604.0,1348.0,39452.0,65747.0,60590.0,5157.0,109357.0,102508.0,102508.0,0.0,102508.0,51356.0,8801.0,14165.0,4020.0,10645.0,0.0,0.0,6209.0,7516.0,0.0,0.0,0.0,0.0
102560,Surbiton Hill Nursery School,Surbiton Hill Nursery School,Kingston upon Thames,Kingston upon Thames,Local authority nursery school,87.0,1546367.0,466663.0,-4840.0,677534.0,0.0,8285.0,success,102560.0,12.0,1147642.0,181286.0,127044.0,,44011.0,10231.0,11610.0,0.0,11610.0,16261.0,67320.0,28347.0,9365.0,13182.0,16426.0,19716.0,16804.0,2912.0,19350.0,44031.0,44031.0,33033.0,10998.0,39150.0,1808.0,8395.0,0.0,1947.0,0.0,10853.0,0.0,6297.0,0.0,9850.0,0.0,0.0
102562,Malden Oaks School and Tuition Service,Malden Oaks School and Tuition Service,Kingston upon Thames,Kingston upon Thames,Pupil referral unit,255.0,6432248.0,3682399.0,1033336.0,192208.0,0.0,298246.0,success,102562.0,12.0,5206189.0,548865.0,478489.0,,24455.0,45921.0,100942.0,13458.0,87484.0,6056.0,277477.0,38270.0,3251.0,206132.0,29824.0,34364.0,33669.0,695.0,47558.0,35630.0,34458.0,0.0,35630.0,175166.0,788.0,70457.0,0.0,8519.0,0.0,-7820.0,89164.0,14058.0,0.0,0.0,0.0,0.0
102564,Burlington Junior School,Burlington Junior School,Kingston upon Thames,Kingston upon Thames,Community school,477.0,3383736.0,1604521.0,0.0,536207.0,47510.0,24089.0,success,102564.0,12.0,2212327.0,390193.0,214004.0,,169708.0,6481.0,168198.0,0.0,168198.0,26746.0,151156.0,54221.0,42668.0,11551.0,42716.0,112511.0,98326.0,14185.0,15525.0,181761.0,179887.0,0.0,181761.0,125318.0,72.0,14574.0,0.0,367.0,0.0,54649.0,17909.0,6393.0,12402.0,18952.0,0.0,0.0
102565,Burlington Infant and Nursery School,Burlington Infant and Nursery School,Kingston upon Thames,Kingston upon Thames,Community school,430.0,3334988.0,1284674.0,0.0,871860.0,330.0,24220.0,success,102565.0,12.0,2181084.0,524489.0,208029.0,,299841.0,16619.0,51269.0,0.0,51269.0,5.0,154420.0,62904.0,41367.0,10529.0,39620.0,89634.0,77851.0,11783.0,39300.0,180365.0,179633.0,0.0,180365.0,114421.0,1953.0,13573.0,0.0,11629.0,0.0,64786.0,0.0,10557.0,11923.0,0.0,0.0,0.0
102567,Coombe Hill Infant School,Coombe Hill Infant School,Kingston upon Thames,Kingston upon Thames,Community school,269.0,2467933.0,969477.0,0.0,342722.0,0.0,38494.0,success,102567.0,12.0,1350693.0,479891.0,160341.0,,292042.0,27508.0,57325.0,0.0,57325.0,4200.0,123921.0,31036.0,9363.0,18026.0,65496.0,35763.0,29561.0,6202.0,20218.0,141465.0,138416.0,0.0,141465.0,254459.0,13004.0,12159.0,0.0,6557.0,0.0,38915.0,166355.0,4604.0,2965.0,9900.0,0.0,0.0
102568,Ellingham Primary School,Ellingham Primary School,Kingston upon Thames,Kingston upon Thames,Community school,282.5,2425110.0,1143945.0,0.0,386554.0,27623.0,53752.0,success,102568.0,12.0,1611874.0,292741.0,169981.0,,67221.0,55539.0,35075.0,0.0,35075.0,1976.0,98051.0,47437.0,42495.0,8119.0,0.0,58351.0,54003.0,4348.0,60031.0,110023.0,108383.0,0.0,110023.0,156989.0,0.0,14284.0,0.0,7512.0,0.0,103578.0,31615.0,0.0,0.0,0.0,0.0,0.0
102575,Tolworth Infant and Nursery School,Tolworth Infant and Nursery School,Kingston upon Thames,Kingston upon Thames,Community school,687.5,5407576.0,2533733.0,0.0,1240150.0,31603.0,60072.0,success,102575.0,12.0,3865558.0,424479.0,296653.0,,110758.0,17068.0,163751.0,0.0,163751.0,25777.0,238972.0,87382.0,55464.0,19736.0,76390.0,89696.0,69612.0,20084.0,27279.0,346069.0,340225.0,0.0,346069.0,225997.0,7350.0,23650.0,0.0,15936.0,0.0,126784.0,880.0,16640.0,0.0,34757.0,0.0,0.0
102576,Coombe Hill Junior School,Coombe Hill Junior School,Kingston upon Thames,Kingston upon Thames,Community school,358.0,2592766.0,1152447.0,0.0,416267.0,148867.0,26571.0,success,102576.0,12.0,1744152.0,198895.0,153655.0,,15221.0,30019.0,148053.0,0.0,148053.0,4998.0,157491.0,52682.0,15247.0,22452.0,67110.0,47539.0,37985.0,9554.0,8546.0,159370.0,159370.0,0.0,159370.0,123722.0,11976.0,8362.0,0.0,9437.0,0.0,58373.0,4545.0,11531.0,0.0,19498.0,0.0,0.0
102577,Maple Infants' School,Maple Infants' School,Kingston upon Thames,Kingston upon Thames,Community school,271.0,2003284.0,916249.0,0.0,315109.0,51767.0,93267.0,success,102577.0,12.0,1376392.0,243438.0,132435.0,,86674.0,24329.0,53684.0,0.0,53684.0,24206.0,78092.0,4642.0,15712.0,18650.0,39088.0,27893.0,23175.0,4718.0,9194.0,107230.0,107230.0,0.0,107230.0,83153.0,526.0,7377.0,0.0,6576.0,0.0,48959.0,2514.0,5521.0,0.0,11680.0,0.0,0.0
102578,Alexandra Primary School,Alexandra Primary School,Kingston upon Thames,Kingston upon Thames,Community school,449.5,3556743.0,1481725.0,2994.0,858887.0,23904.0,93715.0,success,102578.0,12.0,2461225.0,417834.0,226048.0,,161744.0,30042.0,118885.0,0.0,118885.0,21590.0,143234.0,46267.0,26891.0,13308.0,56768.0,57381.0,51697.0,5684.0,14641.0,160650.0,160650.0,0.0,160650.0,161305.0,3155.0,15179.0,0.0,10536.0,0.0,105842.0,21778.0,4815.0,0.0,0.0,0.0,0.0
102579,King Athelstan Primary School,King Athelstan Primary School,Kingston upon Thames,Kingston upon Thames,Community school,406.0,3535073.0,1484139.0,0.0,622996.0,43172.0,346871.0,success,102579.0,12.0,2497178.0,235937.0,192301.0,,31361.0,12275.0,84273.0,0.0,84273.0,58580.0,192915.0,70094.0,46572.0,5887.0,70362.0,62204.0,45186.0,17018.0,18791.0,179649.0,178459.0,0.0,179649.0,205548.0,39329.0,10573.0,0.0,10464.0,0.0,80938.0,33566.0,8118.0,5226.0,17334.0,0.0,0.0
102580,Grand Avenue Primary and Nursery School,Grand Avenue Primary and Nursery School,Kingston upon Thames,Kingston upon Thames,Community school,651.0,4940711.0,2119728.0,24043.0,989429.0,94135.0,14479.0,success,102580.0,12.0,3241814.0,568345.0,246154.0,,290126.0,32065.0,185887.0,0.0,185887.0,44048.0,206876.0,53054.0,82342.0,12700.0,58780.0,69428.0,54936.0,14492.0,5723.0,227701.0,222563.0,0.0,227701.0,390888.0,8079.0,16448.0,0.0,50127.0,0.0,140934.0,160099.0,15201.0,0.0,0.0,0.0,0.0
102581,Malden Manor Primary and Nursery School,Malden Manor Primary and Nursery School,Kingston upon Thames,Kingston upon Thames,Community school,388.0,2865572.0,1273541.0,0.0,547878.0,58926.0,17575.0,success,102581.0,12.0,1897920.0,243868.0,156485.0,,50931.0,36452.0,145722.0,0.0,145722.0,14377.0,185769.0,84087.0,47612.0,9092.0,44978.0,66627.0,60327.0,6300.0,19900.0,183749.0,162816.0,0.0,183749.0,107639.0,5340.0,10005.0,0.0,11292.0,0.0,62456.0,700.0,6451.0,0.0,11395.0,0.0,0.0
102582,King's Oak Primary School,King's Oak Primary School,Kingston upon Thames,Kingston upon Thames,Community school,401.5,3839533.0,1643970.0,0.0,774304.0,117094.0,301963.0,success,102582.0,12.0,2837331.0,235286.0,215039.0,,0.0,20247.0,83373.0,0.0,83373.0,15640.0,211860.0,58925.0,51776.0,36804.0,64355.0,67569.0,63665.0,3904.0,10274.0,143388.0,143388.0,0.0,143388.0,234812.0,4015.0,7127.0,0.0,10827.0,0.0,109238.0,0.0,6535.0,97070.0,0.0,0.0,0.0
102583,Lovelace Primary School,Lovelace Primary School,Kingston upon Thames,Kingston upon Thames,Community school,609.5,4012059.0,1836186.0,0.0,622069.0,165763.0,222829.0,success,102583.0,12.0,2846847.0,325958.0,189689.0,,112116.0,24153.0,95339.0,0.0,95339.0,30413.0,242874.0,57493.0,21043.0,21076.0,143262.0,76214.0,67201.0,9013.0,17678.0,199409.0,199518.0,0.0,199409.0,177327.0,9835.0,20008.0,0.0,15065.0,0.0,94522.0,7402.0,2171.0,0.0,28324.0,0.0,0.0
102585,Christ Church New Malden CofE Primary School,Christ Church New Malden CofE Primary School,Kingston upon Thames,Kingston upon Thames,Voluntary aided school,376.0,2901338.0,1394575.0,0.0,491512.0,1400.0,8617.0,success,102585.0,12.0,1896104.0,350869.0,209047.0,,81254.0,60568.0,99807.0,0.0,99807.0,66288.0,197936.0,60400.0,75829.0,12364.0,49343.0,42342.0,36967.0,5375.0,26096.0,150533.0,148079.0,0.0,150533.0,71361.0,5097.0,22528.0,0.0,10704.0,0.0,20711.0,10215.0,2106.0,0.0,0.0,0.0,0.0
102586,Christ Church CofE Primary School,Christ Church CofE Primary School,Kingston upon Thames,Kingston upon Thames,Voluntary aided school,421.0,2841487.0,1257021.0,0.0,533008.0,66623.0,57797.0,success,102586.0,12.0,1914449.0,365079.0,141689.0,,202295.0,21095.0,71192.0,0.0,71192.0,33023.0,227456.0,55456.0,64356.0,19481.0,88163.0,41135.0,36271.0,4864.0,20859.0,93263.0,93263.0,0.0,93263.0,75031.0,5557.0,5516.0,0.0,12480.0,0.0,15848.0,13579.0,3489.0,3933.0,14629.0,0.0,0.0
