urn,SchoolName,school_name_gias,LAName,la_name_gias,SchoolType,TotalPupils,TotalExpenditure,TeachingStaffCosts,SupplyTeachingStaffCosts,EducationSupportStaffCosts,AgencySupplyTeachingStaffCosts,EducationalConsultancyCosts,status,URN,PeriodCoveredByReturn,TotalTeachingSupportStaffCosts,TotalNonEducationalSupportStaffCosts,AdministrativeClericalStaffCosts,AuditorsCosts,OtherStaffCosts,ProfessionalServicesNonCurriculumCosts,TotalEducationalSuppliesCosts,ExaminationFeesCosts,LearningResourcesNonIctCosts,LearningResourcesIctCosts,TotalPremisesStaffServiceCosts,CleaningCaretakingCosts,MaintenancePremisesCosts,OtherOccupationCosts,PremisesStaffCosts,TotalUtilitiesCosts,EnergyCosts,WaterSewerageCosts,AdministrativeSuppliesNonEducationalCosts,TotalGrossCateringCosts,TotalNetCateringCosts,CateringStaffCosts,CateringSuppliesCosts,TotalOtherCosts,GroundsMaintenanceCosts,IndirectEmployeeExpenses,InterestChargesLoanBank,OtherInsurancePremiumsCosts,PrivateFinanceInitiativeCharges,RentRatesCosts,SpecialFacilitiesCosts,StaffDevelopmentTrainingCosts,StaffRelatedInsuranceCosts,SupplyTeacherInsurableCosts,CommunityFocusedSchoolStaff,CommunityFocusedSchoolCosts
100000,The Aldgate School,The Aldgate School,City of London,City of London,Voluntary aided school,249.0,2870789.0,1231961.0,0.0,599428.0,34852.0,73784.0,success,100000.0,12.0,1940025.0,278965.0,189994.0,,23140.0,65831.0,94887.0,0.0,94887.0,44001.0,179422.0,53525.0,21079.0,28731.0,76087.0,53161.0,43295.0,9866.0,36524.0,137662.0,132182.0,0.0,137662.0,106142.0,9159.0,6902.0,0.0,0.0,0.0,10278.0,0.0,576.0,20664.0,0.0,57560.0,1003.0
100005,Thomas Coram Centre,Thomas Coram Centre,Camden,Camden,Local authority nursery school,90.0,1991278.0,371840.0,0.0,1065035.0,9150.0,0.0,success,100005.0,12.0,1446025.0,158849.0,74490.0,,56488.0,27871.0,23887.0,0.0,23887.0,21718.0,75259.0,30677.0,13134.0,1875.0,29573.0,0.0,0.0,0.0,56384.0,132755.0,116394.0,93967.0,38788.0,76401.0,0.0,72354.0,0.0,882.0,0.0,44.0,0.0,1965.0,1156.0,0.0,0.0,0.0
100006,Heath School,Heath School,Camden,Camden,Pupil referral unit,63.0,2731004.0,1033284.0,0.0,595082.0,38044.0,279093.0,success,100006.0,12.0,1945503.0,412932.0,107222.0,,0.0,305710.0,63908.0,7953.0,55955.0,47957.0,114489.0,2697.0,38530.0,8423.0,64839.0,34577.0,34577.0,0.0,7623.0,26304.0,26304.0,0.0,26304.0,77714.0,0.0,36851.0,0.0,443.0,0.0,0.0,35526.0,4274.0,620.0,0.0,0.0,0.0
100007,Camden Primary Pupil Referral Unit,Camden Primary Pupil Referral Unit,Camden,Camden,Pupil referral unit,19.0,2560336.0,1365760.0,0.0,583992.0,56953.0,128984.0,success,100007.0,12.0,2135689.0,188447.0,55762.0,,73548.0,59137.0,27476.0,0.0,27476.0,23202.0,61732.0,19928.0,20456.0,2527.0,18821.0,44205.0,44205.0,0.0,5418.0,13301.0,13301.0,0.0,13301.0,60865.0,0.0,39326.0,0.0,18.0,0.0,0.0,22.0,21067.0,432.0,0.0,0.0,0.0
100008,Argyle Primary School,Argyle Primary School,Camden,Camden,Community school,278.0,3657636.0,1315034.0,0.0,791630.0,1330.0,509717.0,success,100008.0,12.0,2617711.0,272482.0,127203.0,,118702.0,26577.0,99919.0,0.0,99919.0,48988.0,222769.0,10393.0,53290.0,6369.0,152717.0,62035.0,54096.0,7939.0,20169.0,138428.0,134104.0,0.0,138428.0,175133.0,12087.0,55762.0,0.0,10265.0,0.0,61712.0,14847.0,14922.0,3283.0,2255.0,0.0,0.0
100009,West Hampstead Primary School,West Hampstead Primary School,Camden,Camden,Community school,409.0,3613893.0,1489951.0,0.0,455656.0,92531.0,501554.0,success,100009.0,12.0,2539692.0,241989.0,194863.0,,19784.0,27342.0,148316.0,0.0,148316.0,15983.0,208828.0,68675.0,50034.0,12335.0,77784.0,73315.0,61460.0,11855.0,29424.0,185435.0,121772.0,12638.0,172797.0,170912.0,1201.0,46186.0,0.0,13721.0,0.0,73416.0,19291.0,10776.0,3428.0,2893.0,0.0,0.0
100010,Brecknock Primary School,Brecknock Primary School,Camden,Camden,Community school,277.0,3355351.0,1255052.0,0.0,611010.0,102746.0,508574.0,success,100010.0,12.0,2477382.0,156627.0,116970.0,,9203.0,30454.0,127301.0,0.0,127301.0,42604.0,182005.0,71923.0,38487.0,10459.0,61136.0,71999.0,64918.0,7081.0,22652.0,135170.0,128148.0,0.0,135170.0,139612.0,1965.0,47303.0,0.0,10231.0,0.0,57456.0,10174.0,7459.0,2960.0,2064.0,0.0,0.0
100011,Brookfield Primary School,Brookfield Primary School,Camden,Camden,Community school,384.5,3570072.0,1475999.0,0.0,752677.0,42344.0,316159.0,success,100011.0,12.0,2587179.0,236439.0,163031.0,,54405.0,19003.0,94836.0,0.0,94836.0,26811.0,182646.0,0.0,47155.0,11270.0,124221.0,60945.0,47221.0,13724.0,29642.0,176895.0,168159.0,0.0,176895.0,174683.0,2053.0,66353.0,0.0,7060.0,0.0,66500.0,4880.0,21653.0,3522.0,2662.0,0.0,0.0
100013,Edith Neville Primary School,Edith Neville Primary School,Camden,Camden,Community school,202.5,2738847.0,983584.0,0.0,325923.0,121102.0,596797.0,success,100013.0,12.0,2027406.0,156790.0,100484.0,,15749.0,40557.0,42705.0,0.0,42705.0,4372.0,153550.0,48269.0,42014.0,6426.0,56841.0,55120.0,45709.0,9411.0,25206.0,110170.0,84043.0,0.0,110170.0,163527.0,9834.0,29168.0,0.0,7877.0,0.0,22580.0,1983.0,5037.0,6601.0,21839.0,58608.0,0.0
100014,Fleet Primary School,Fleet Primary School,Camden,Camden,Community school,215.0,2246580.0,883578.0,0.0,320767.0,94289.0,325357.0,success,100014.0,12.0,1623991.0,152357.0,132263.0,,0.0,20094.0,71735.0,0.0,71735.0,16481.0,104711.0,33504.0,36355.0,8543.0,26309.0,49385.0,47011.0,2374.0,11698.0,101412.0,97401.0,0.0,101412.0,114808.0,7245.0,29597.0,0.0,7529.0,0.0,40166.0,150.0,7154.0,2625.0,20342.0,0.0,0.0
100015,Hawley Primary School,Hawley Primary School,Camden,Camden,Community school,229.0,2243404.0,929264.0,0.0,293901.0,42717.0,291400.0,success,100015.0,12.0,1557282.0,173311.0,92868.0,,62139.0,18304.0,77879.0,0.0,77879.0,6545.0,110022.0,33722.0,27817.0,8595.0,39888.0,43804.0,41721.0,2083.0,10444.0,91745.0,88435.0,0.0,91745.0,172372.0,1026.0,31189.0,0.0,7610.0,0.0,96974.0,12855.0,2768.0,1621.0,18329.0,0.0,0.0
100018,Netley Primary School,Netley Primary School,Camden,Camden,Community school,368.0,5852257.0,2072969.0,0.0,1249662.0,168793.0,849302.0,success,100018.0,12.0,4340726.0,452678.0,190635.0,,172253.0,89790.0,162592.0,0.0,162592.0,34433.0,246857.0,78959.0,68062.0,14987.0,84849.0,93749.0,77191.0,16558.0,29502.0,155730.0,146919.0,0.0,155730.0,335988.0,309.0,94325.0,0.0,12716.0,0.0,44954.0,158682.0,19300.0,3048.0,2654.0,0.0,0.0
100019,New End Primary School,New End Primary School,Camden,Camden,Community school,316.0,2857818.0,1345582.0,11084.0,324875.0,52463.0,322678.0,success,100019.0,12.0,2056682.0,126399.0,113669.0,,0.0,12730.0,67939.0,0.0,67939.0,45560.0,182015.0,82075.0,43921.0,7660.0,48359.0,54822.0,50609.0,4213.0,11857.0,155654.0,145135.0,0.0,155654.0,156889.0,3375.0,37619.0,0.0,10670.0,0.0,63265.0,9138.0,3608.0,3372.0,25842.0,0.0,0.0
100020,Primrose Hill School,Primrose Hill School,Camden,Camden,Community school,420.5,4578944.0,1703208.0,0.0,1345805.0,12698.0,378669.0,success,100020.0,12.0,3440380.0,245137.0,143478.0,,39199.0,62460.0,147371.0,0.0,147371.0,18850.0,232731.0,81715.0,64885.0,17282.0,68849.0,83619.0,67856.0,15763.0,39949.0,179152.0,114632.0,0.0,179152.0,191755.0,1099.0,90179.0,0.0,14288.0,0.0,67032.0,9261.0,2470.0,4270.0,3156.0,0.0,0.0
100021,Rhyl Community Primary School,Rhyl Community Primary School,Camden,Camden,Community school,383.5,5336128.0,2050893.0,0.0,1296156.0,35599.0,118695.0,success,100021.0,12.0,3501343.0,682941.0,316101.0,,176927.0,189913.0,124947.0,0.0,124947.0,45748.0,350220.0,118378.0,75241.0,44789.0,111812.0,99082.0,85100.0,13982.0,24603.0,182267.0,173787.0,0.0,182267.0,324975.0,14770.0,102391.0,0.0,16756.0,0.0,113316.0,9490.0,22670.0,5321.0,40261.0,0.0,0.0
100022,Richard Cobden Primary School,Richard Cobden Primary School,Camden,Camden,Community school,379.0,4336246.0,1742416.0,0.0,764805.0,266394.0,516828.0,success,100022.0,12.0,3290443.0,242505.0,161698.0,,57410.0,23397.0,73590.0,0.0,73590.0,35869.0,229249.0,75731.0,46427.0,10384.0,96707.0,60954.0,59744.0,1210.0,13186.0,188880.0,151981.0,0.0,188880.0,201571.0,8043.0,53462.0,0.0,13662.0,0.0,62244.0,0.0,5515.0,22408.0,36237.0,0.0,0.0
100023,Torriano Primary School,Torriano Primary School,Camden,Camden,Community school,442.0,4857913.0,2042007.0,0.0,764978.0,74501.0,564798.0,success,100023.0,12.0,3446284.0,313198.0,202456.0,,91284.0,19458.0,137436.0,0.0,137436.0,62515.0,305238.0,67106.0,129123.0,17184.0,91825.0,82564.0,55179.0,27385.0,24607.0,239785.0,227478.0,0.0,239785.0,246286.0,1315.0,59683.0,0.0,15117.0,0.0,42028.0,104199.0,15596.0,5088.0,3260.0,0.0,0.0
100025,Gospel Oak Primary School,Gospel Oak Primary School,Camden,Camden,Community school,420.5,4503639.0,1823726.0,0.0,1047359.0,41421.0,225696.0,success,100025.0,12.0,3138202.0,413088.0,167064.0,,223520.0,22504.0,94369.0,0.0,94369.0,28095.0,242180.0,89418.0,58218.0,20189.0,74355.0,86266.0,77385.0,8881.0,16369.0,193632.0,182764.0,0.0,193632.0,291439.0,6618.0,89638.0,0.0,16452.0,0.0,79067.0,61414.0,3803.0,5101.0,29346.0,0.0,0.0
100026,Fitzjohn's Primary School,Fitzjohn's Primary School,Camden,Camden,Community school,229.5,2353313.0,842969.0,0.0,426687.0,99997.0,290529.0,success,100026.0,12.0,1660182.0,163640.0,108947.0,,36601.0,18092.0,105547.0,0.0,105547.0,26031.0,165217.0,53156.0,43004.0,7400.0,61657.0,27580.0,27615.0,-35.0,7881.0,92230.0,90499.0,0.0,92230.0,105005.0,20252.0,26043.0,0.0,8474.0,0.0,23328.0,0.0,450.0,7907.0,18551.0,0.0,0.0
100027,Eleanor Palmer Primary School,Eleanor Palmer Primary School,Camden,Camden,Community school,237.0,2357524.0,957433.0,0.0,589460.0,10653.0,61843.0,success,100027.0,12.0,1619389.0,241464.0,136429.0,,62944.0,42091.0,71211.0,0.0,71211.0,14484.0,144064.0,0.0,33569.0,9236.0,101259.0,34805.0,31056.0,3749.0,24091.0,107747.0,97253.0,0.0,107747.0,100271.0,23336.0,153.0,0.0,11643.0,0.0,49476.0,3091.0,3217.0,0.0,9355.0,0.0,0.0
100028,"Christ Church Primary School, Hampstead","Christ Church Primary School, Hampstead",Camden,Camden,Voluntary aided school,191.0,1611687.0,915901.0,0.0,92126.0,1937.0,128630.0,success,100028.0,12.0,1138594.0,97391.0,87772.0,,0.0,9619.0,75301.0,0.0,75301.0,55266.0,102338.0,15316.0,33282.0,601.0,53139.0,12784.0,10131.0,2653.0,15298.0,82429.0,79686.0,0.0,82429.0,32287.0,2638.0,6255.0,0.0,6326.0,0.0,0.0,48.0,13971.0,1575.0,1474.0,0.0,0.0
100029,Christ Church School,Christ Church School,Camden,Camden,Voluntary aided school,169.5,2018422.0,734331.0,0.0,467122.0,99405.0,123059.0,success,100029.0,12.0,1423917.0,146920.0,130538.0,,0.0,16382.0,93462.0,0.0,93462.0,29863.0,119691.0,31458.0,71326.0,6013.0,10894.0,54282.0,47180.0,7102.0,19215.0,86683.0,62286.0,0.0,86683.0,44389.0,6052.0,3328.0,0.0,6344.0,0.0,0.0,0.0,561.0,14590.0,13514.0,0.0,0.0
100030,Emmanuel Church of England Primary School,Emmanuel Church of England Primary School,Camden,Camden,Voluntary aided school,225.5,2350910.0,837555.0,0.0,368358.0,23925.0,200258.0,success,100030.0,12.0,1430096.0,198037.0,120870.0,,30636.0,46531.0,121242.0,0.0,121242.0,29952.0,290794.0,46439.0,185388.0,970.0,57997.0,88591.0,57953.0,30638.0,13356.0,101149.0,12885.0,0.0,101149.0,77696.0,0.0,3820.0,0.0,8605.0,0.0,0.0,0.0,4815.0,41264.0,19192.0,0.0,0.0
100031,Hampstead Parochial Church of England Primary School,Hampstead Parochial Church of England Primary School,Camden,Camden,Voluntary aided school,199.0,1854615.0,747028.0,0.0,294959.0,4830.0,130441.0,success,100031.0,12.0,1177258.0,158838.0,117925.0,,21828.0,19085.0,158930.0,0.0,158930.0,11106.0,116970.0,29551.0,44892.0,12075.0,30452.0,53371.0,31390.0,21981.0,11098.0,90281.0,89984.0,0.0,90281.0,76764.0,351.0,32584.0,0.0,7501.0,0.0,0.0,0.0,6864.0,27854.0,1610.0,0.0,0.0
100032,"Holy Trinity CofE Primary School, NW3","Holy Trinity CofE Primary School, NW3",Camden,Camden,Voluntary aided school,171.0,1885474.0,794775.0,0.0,395648.0,24636.0,96567.0,success,100032.0,12.0,1311626.0,132988.0,92309.0,,18005.0,22674.0,85095.0,0.0,85095.0,25367.0,131855.0,28475.0,50126.0,7664.0,45590.0,20272.0,17722.0,2550.0,16458.0,77849.0,73145.0,0.0,77849.0,83965.0,156.0,32982.0,0.0,6885.0,0.0,0.0,3010.0,9936.0,12111.0,18885.0,0.0,0.0
100033,"Holy Trinity and Saint Silas CofE Primary School, NW1","Holy Trinity and Saint Silas CofE Primary School, NW1",Camden,Camden,Voluntary aided school,204.0,2055290.0,881322.0,0.0,317226.0,145089.0,44351.0,success,100033.0,12.0,1387988.0,231058.0,136818.0,,53654.0,40586.0,65994.0,0.0,65994.0,28675.0,157087.0,37239.0,23406.0,52416.0,44026.0,27077.0,24143.0,2934.0,9590.0,98208.0,90228.0,0.0,98208.0,49612.0,892.0,24430.0,0.0,7178.0,0.0,0.0,0.0,13034.0,2404.0,1674.0,0.0,0.0
100034,Kentish Town Church of England Primary School,Kentish Town Church of England Primary School,Camden,Camden,Voluntary aided school,226.0,2918800.0,1236885.0,0.0,716175.0,17722.0,111307.0,success,100034.0,12.0,2082089.0,280627.0,109861.0,,137459.0,33307.0,104591.0,0.0,104591.0,22883.0,179815.0,61344.0,53487.0,14966.0,50018.0,44650.0,40246.0,4404.0,65443.0,105766.0,99743.0,0.0,105766.0,32937.0,5797.0,1605.0,0.0,8705.0,0.0,0.0,0.0,11530.0,3634.0,1666.0,0.0,0.0
100035,Rosary Catholic Primary School,Rosary Catholic Primary School,Camden,Camden,Voluntary aided school,299.0,2940299.0,1332628.0,0.0,340127.0,41427.0,388302.0,success,100035.0,12.0,2102484.0,315766.0,156112.0,,40051.0,119603.0,63254.0,0.0,63254.0,30782.0,108675.0,6090.0,86800.0,3687.0,12098.0,52149.0,47596.0,4553.0,45149.0,137978.0,130136.0,0.0,137978.0,84065.0,0.0,30672.0,0.0,11973.0,0.0,0.0,0.0,5535.0,8144.0,27741.0,0.0,0.0
100036,St Alban's Church of England Primary School,St Alban's Church of England Primary School,Camden,Camden,Voluntary aided school,90.5,1814972.0,622165.0,0.0,351982.0,68592.0,172872.0,success,100036.0,12.0,1215611.0,139521.0,96721.0,,0.0,42800.0,103949.0,0.0,103949.0,12624.0,121537.0,43141.0,27732.0,4909.0,45755.0,27228.0,27108.0,120.0,53470.0,55146.0,49742.0,0.0,55146.0,85886.0,737.0,37597.0,0.0,4201.0,0.0,0.0,26945.0,13807.0,1667.0,932.0,0.0,0.0
100040,St George the Martyr Church of England Primary School,St George the Martyr Church of England Primary School,Camden,Camden,Voluntary aided school,197.0,1854791.0,610539.0,0.0,225036.0,214113.0,177831.0,success,100040.0,12.0,1227519.0,135807.0,122890.0,,0.0,12917.0,120237.0,0.0,120237.0,9653.0,133762.0,33315.0,38406.0,11932.0,50109.0,42653.0,37924.0,4729.0,28816.0,104147.0,78473.0,0.0,104147.0,52197.0,2881.0,19024.0,0.0,6328.0,0.0,0.0,0.0,3200.0,5828.0,14936.0,0.0,0.0
100041,St Josephs Catholic Primary School,St Josephs Catholic Primary School,Camden,Camden,Voluntary aided school,148.0,1777195.0,671195.0,0.0,173471.0,153866.0,156322.0,success,100041.0,12.0,1154854.0,150358.0,133510.0,,0.0,16848.0,80380.0,0.0,80380.0,13181.0,187055.0,47070.0,77153.0,6426.0,56406.0,38174.0,36680.0,1494.0,25247.0,69755.0,63187.0,0.0,69755.0,58189.0,0.0,33195.0,0.0,5318.0,0.0,0.0,0.0,185.0,5095.0,14396.0,0.0,0.0
100042,St Mary's Kilburn Church of England Primary School,St Mary's Kilburn Church of England Primary School,Camden,Camden,Voluntary aided school,229.0,2264206.0,792952.0,0.0,359791.0,143183.0,254986.0,success,100042.0,12.0,1550912.0,165375.0,144847.0,,0.0,20528.0,103329.0,0.0,103329.0,20733.0,182929.0,34230.0,90783.0,10559.0,47357.0,30197.0,25946.0,4251.0,15548.0,117273.0,98433.0,0.0,117273.0,77911.0,6763.0,30188.0,0.0,8896.0,0.0,0.0,1319.0,7832.0,6335.0,16578.0,0.0,0.0
100043,St Mary and St Pancras Church of England Primary School,St Mary and St Pancras Church of England Primary School,Camden,Camden,Voluntary aided school,190.0,2226878.0,949494.0,0.0,340669.0,31997.0,268601.0,success,100043.0,12.0,1590761.0,186405.0,119886.0,,11147.0,55372.0,67680.0,0.0,67680.0,21771.0,131722.0,38936.0,47214.0,13064.0,32508.0,59490.0,48691.0,10799.0,14066.0,85517.0,62208.0,0.0,85517.0,69468.0,7895.0,43031.0,0.0,7025.0,0.0,0.0,2947.0,6138.0,2432.0,0.0,0.0,0.0
100045,St Patrick's Catholic Primary School,St Patrick's Catholic Primary School,Camden,Camden,Voluntary aided school,120.5,1679549.0,569066.0,0.0,351959.0,125848.0,102384.0,success,100045.0,12.0,1149257.0,159441.0,145451.0,,0.0,13990.0,64807.0,0.0,64807.0,16024.0,130150.0,28923.0,21135.0,7700.0,72392.0,21109.0,19237.0,1872.0,22948.0,63529.0,56818.0,0.0,63529.0,52286.0,3096.0,26378.0,0.0,5028.0,0.0,0.0,240.0,256.0,6317.0,10971.0,0.0,0.0
100046,St Paul's Church of England Primary School,St Paul's Church of England Primary School,Camden,Camden,Voluntary aided school,187.0,1851037.0,837192.0,0.0,365593.0,17611.0,60716.0,success,100046.0,12.0,1281112.0,162682.0,129003.0,,9962.0,23717.0,56511.0,0.0,56511.0,20193.0,91817.0,5852.0,42721.0,5162.0,38082.0,21356.0,19297.0,2059.0,23563.0,89688.0,87809.0,0.0,89688.0,104114.0,42963.0,29512.0,0.0,7249.0,0.0,0.0,18430.0,2617.0,1837.0,1506.0,0.0,0.0
100047,St Eugene de Mazenod Roman Catholic Primary School,St Eugene de Mazenod Roman Catholic Primary School,Camden,Camden,Voluntary aided school,204.0,1788881.0,776866.0,0.0,222886.0,40319.0,148478.0,success,100047.0,12.0,1188549.0,142965.0,129586.0,,0.0,13379.0,86927.0,0.0,86927.0,7006.0,143699.0,74975.0,52331.0,16393.0,0.0,36334.0,31351.0,4983.0,19175.0,89289.0,65078.0,0.0,89289.0,74942.0,2031.0,40699.0,0.0,7772.0,0.0,0.0,2613.0,1088.0,5676.0,15063.0,0.0,0.0
100048,Our Lady Roman Catholic Primary School,Our Lady Roman Catholic Primary School,Camden,Camden,Voluntary aided school,219.0,2874455.0,1086520.0,0.0,437474.0,109822.0,266130.0,success,100048.0,12.0,1899946.0,139793.0,92515.0,,0.0,47278.0,79313.0,0.0,79313.0,12888.0,428999.0,67463.0,228638.0,17205.0,115693.0,77898.0,65609.0,12289.0,27257.0,96128.0,85993.0,0.0,96128.0,112235.0,3000.0,34719.0,0.0,8269.0,0.0,0.0,29131.0,5834.0,8500.0,22782.0,0.0,0.0
100049,Haverstock School,Haverstock School,Camden,Camden,Community school,925.0,12486543.0,5651731.0,0.0,1470475.0,104894.0,763084.0,success,100049.0,12.0,7990184.0,1003337.0,815735.0,,141790.0,45812.0,683869.0,183832.0,500037.0,388.0,0.0,0.0,0.0,0.0,0.0,56682.0,53706.0,2976.0,259732.0,84885.0,84885.0,0.0,84885.0,2407467.0,0.0,229554.0,0.0,16868.0,1582581.0,513380.0,25412.0,21760.0,12389.0,5523.0,0.0,0.0
100050,Parliament Hill School,Parliament Hill School,Camden,Camden,Community school,1230.0,12314138.0,6901114.0,0.0,936233.0,273045.0,440204.0,success,100050.0,12.0,8550596.0,1347314.0,891234.0,,75511.0,380569.0,477458.0,197498.0,279960.0,168258.0,520155.0,21436.0,224505.0,7582.0,266632.0,221455.0,166958.0,54497.0,157129.0,111402.0,111402.0,0.0,111402.0,760369.0,12207.0,171901.0,0.0,43258.0,0.0,417620.0,5078.0,26256.0,9892.0,7157.0,67000.0,0.0
100051,Regent High School,Regent High School,Camden,Camden,Community school,1086.0,13189407.0,6758520.0,0.0,1810590.0,400088.0,405060.0,success,100051.0,12.0,9374258.0,1114277.0,666453.0,,221386.0,226438.0,444539.0,128200.0,316339.0,206749.0,593965.0,221630.0,148615.0,89317.0,134403.0,390530.0,345011.0,45519.0,144218.0,298720.0,298720.0,0.0,298720.0,622155.0,10366.0,147228.0,0.0,37573.0,0.0,380114.0,0.0,30671.0,8943.0,7260.0,0.0,0.0
100052,Hampstead School,Hampstead School,Camden,Camden,Community school,1228.0,13227092.0,7132000.0,0.0,1631267.0,77143.0,563933.0,success,100052.0,12.0,9404343.0,803161.0,745628.0,,12344.0,45189.0,530803.0,172348.0,358455.0,206202.0,627340.0,119399.0,135785.0,19753.0,352403.0,286866.0,275777.0,11089.0,194079.0,440142.0,275747.0,277676.0,162466.0,734155.0,11213.0,249955.0,0.0,43294.0,0.0,353780.0,831.0,54710.0,12267.0,8105.0,0.0,0.0
100053,Acland Burghley School,Acland Burghley School,Camden,Camden,Community school,1223.0,13070029.0,7001180.0,0.0,1721507.0,117655.0,560404.0,success,100053.0,12.0,9400746.0,1272980.0,824030.0,,157911.0,291039.0,755351.0,144566.0,610785.0,27035.0,568132.0,219449.0,144902.0,27273.0,176508.0,266200.0,242969.0,23231.0,110458.0,101056.0,101056.0,0.0,101056.0,568071.0,18951.0,222985.0,0.0,42838.0,0.0,246050.0,185.0,20523.0,9231.0,7308.0,0.0,0.0
100054,The Camden School for Girls,The Camden School for Girls,Camden,Camden,Voluntary aided school,1076.0,9434589.0,5626185.0,0.0,783816.0,105288.0,228514.0,success,100054.0,12.0,6743803.0,656190.0,564411.0,,37328.0,54451.0,584818.0,163695.0,421123.0,48574.0,607898.0,260364.0,118102.0,12454.0,216978.0,157534.0,136829.0,20705.0,111422.0,335754.0,189315.0,192593.0,143161.0,188595.0,4587.0,121330.0,0.0,31643.0,0.0,0.0,2505.0,12074.0,11682.0,4774.0,0.0,0.0
100055,Maria Fidelis Catholic School FCJ,Maria Fidelis Catholic School FCJ,Camden,Camden,Voluntary aided school,814.0,9183978.0,5422721.0,0.0,878381.0,188254.0,458348.0,success,100055.0,12.0,6947704.0,603765.0,427170.0,,12263.0,164332.0,452577.0,57646.0,394931.0,51693.0,512868.0,156245.0,135033.0,12426.0,209164.0,91757.0,89659.0,2098.0,83054.0,133337.0,133337.0,0.0,133337.0,307224.0,0.0,173077.0,0.0,22509.0,0.0,0.0,14414.0,81639.0,10022.0,5563.0,0.0,0.0
100056,William Ellis School,William Ellis School,Camden,Camden,Voluntary aided school,817.0,9433387.0,5021113.0,0.0,1192455.0,156260.0,446029.0,success,100056.0,12.0,6815857.0,752802.0,514088.0,,21651.0,217063.0,519884.0,129932.0,389952.0,152763.0,407864.0,99928.0,121159.0,8230.0,178547.0,151880.0,141693.0,10187.0,48292.0,380559.0,236068.0,185933.0,194626.0,203485.0,0.0,135488.0,0.0,25749.0,0.0,0.0,2000.0,28478.0,7195.0,4575.0,0.0,0.0
100059,La Sainte Union Catholic Secondary School,La Sainte Union Catholic Secondary School,Camden,Camden,Voluntary aided school,586.0,7591705.0,4103619.0,0.0,768930.0,121874.0,376840.0,success,100059.0,12.0,5371263.0,727716.0,445320.0,,145980.0,136416.0,376033.0,137861.0,238172.0,25961.0,507896.0,210597.0,122239.0,44408.0,130652.0,188042.0,178994.0,9048.0,92784.0,165150.0,165150.0,0.0,165150.0,136858.0,34065.0,42877.0,0.0,24904.0,0.0,0.0,1222.0,24331.0,5785.0,3674.0,0.0,0.0
100060,Children's Hospital School at Gt Ormond Street and UCH,Children's Hospital School at Gt Ormond Street and UCH,Camden,Camden,Foundation special school,0.0,3367204.0,2410322.0,0.0,213654.0,205443.0,49992.0,success,100060.0,12.0,2879411.0,241175.0,160261.0,,0.0,80914.0,33273.0,0.0,33273.0,53051.0,68938.0,0.0,270.0,68668.0,0.0,0.0,0.0,0.0,48063.0,2543.0,2543.0,0.0,2543.0,40751.0,0.0,4156.0,0.0,1859.0,0.0,21582.0,0.0,9288.0,3866.0,0.0,0.0,0.0
100091,Frank Barnes School for Deaf Children,Frank Barnes School for Deaf Children,Camden,Camden,Community special school,34.0,2041995.0,617000.0,0.0,633455.0,14537.0,81480.0,success,100091.0,12.0,1346472.0,296670.0,144355.0,,0.0,152315.0,45290.0,0.0,45290.0,51811.0,87920.0,32548.0,28308.0,27064.0,0.0,34704.0,33368.0,1336.0,8844.0,36106.0,33241.0,0.0,36106.0,134181.0,0.0,44142.0,0.0,3102.0,0.0,0.0,67674.0,11703.0,0.0,0.0,5841.0,1719.0
100092,Harmood School,Harmood School,Camden,Camden,Community special school,40.0,2577578.0,992978.0,0.0,595682.0,164331.0,202130.0,success,100092.0,12.0,1955121.0,246625.0,0.0,,0.0,246625.0,58906.0,7246.0,51660.0,40683.0,113616.0,3522.0,40890.0,7304.0,61900.0,38216.0,36654.0,1562.0,8168.0,26161.0,26161.0,0.0,26161.0,90083.0,0.0,54816.0,0.0,1973.0,0.0,0.0,27827.0,4847.0,620.0,0.0,0.0,0.0
100094,Royal Free Hospital Children's School,Royal Free Hospital Children's School,Camden,Camden,Community special school,76.0,1613488.0,833284.0,111936.0,0.0,111002.0,16450.0,success,100094.0,12.0,1072672.0,358061.0,308944.0,,0.0,49117.0,47940.0,12781.0,35159.0,19273.0,61317.0,0.0,51027.0,10290.0,0.0,0.0,0.0,0.0,17738.0,12064.0,12064.0,0.0,12064.0,24422.0,0.0,6969.0,0.0,670.0,0.0,0.0,6698.0,9755.0,330.0,0.0,0.0,0.0
100096,Swiss Cottage School - Development & Research Centre,Swiss Cottage School - Development & Research Centre,Camden,Camden,Community special school,260.0,12645362.0,2660189.0,706032.0,6045203.0,0.0,285415.0,success,100096.0,12.0,9696839.0,1066626.0,781421.0,,211815.0,73390.0,176004.0,525.0,175479.0,20814.0,77668.0,0.0,77668.0,0.0,0.0,199450.0,199450.0,0.0,133903.0,126322.0,110180.0,0.0,126322.0,1147736.0,0.0,305669.0,0.0,1499.0,808904.0,0.0,0.0,25672.0,5992.0,0.0,0.0,0.0
